Charging Station ID,Charging Station Location,Hour,Day_of_Week,Energy Consumed (kWh),Vehicle_Count,Temperature (°C),Charging Duration (hours),Load_Score
Station_108,San Francisco,20,Friday,66.70523645325736,1,32.84721980697499,1.8952201719593704,46.91
Station_109,New York,2,Monday,10.43167346455136,1,5.443960406317798,3.313162432081679,28.43
Station_109,San Francisco,0,Friday,13.650698039870646,1,28.919139896811515,1.4602158515437484,29.48
Station_109,San Francisco,2,Wednesday,9.06588081544948,1,30.69198380180764,0.5123781829612861,27.98
Station_11,Houston,13,Tuesday,52.90446366869147,1,32.57385369012299,1.5469560347093554,42.38
Station_11,Houston,23,Sunday,69.42235104080157,1,37.268214954491775,1.9373668689894512,47.8
Station_110,Los Angeles,22,Monday,9.716946683936513,1,5.937826145838496,2.3680969327218273,28.19
Station_110,New York,8,Wednesday,52.55689588098792,1,31.52877610316707,1.0389579659710988,42.26
Station_112,Houston,3,Saturday,21.030519654584147,1,35.80057735935224,2.84441668585701,31.91
Station_112,San Francisco,2,Friday,45.11780647869832,1,-3.858987596285049,3.9527047377539137,39.82
Station_114,Chicago,17,Monday,37.05562159282365,1,5.664612657982779,1.6833729720021182,37.17
Station_114,Houston,11,Saturday,36.616568616352566,1,24.523038772909203,3.3580146467574785,37.03
Station_115,San Francisco,11,Friday,65.89318362199285,1,13.419629558552458,3.1462506357761653,46.64
Station_116,Houston,21,Friday,43.254517140810776,1,27.8175569749438,3.2107643722436436,39.21
Station_117,Chicago,13,Wednesday,50.92256838738107,1,12.462636502589325,2.7450650696414844,41.72
Station_117,Houston,2,Monday,127.75747441174424,1,18.405333154548053,0.9845492206293912,66.96
Station_117,Los Angeles,4,Sunday,74.94807969154884,1,12.264703196884788,2.0192284141917014,49.62
Station_118,Chicago,21,Monday,37.703118718471266,1,6.6727664136120595,2.734672708146337,37.38
Station_118,New York,0,Friday,47.086336000396706,1,13.410154828640618,3.310831015582224,40.46
Station_118,San Francisco,10,Thursday,22.22767365216008,1,0.5105196978449662,3.3820778286635074,32.3
Station_119,Los Angeles,16,Wednesday,76.93342189972203,1,7.9416880917232575,2.1234202003251825,50.27
Station_119,New York,1,Tuesday,18.120951026827235,1,4.59963282797691,3.405813276569597,30.95
Station_119,San Francisco,16,Wednesday,66.18914418092677,1,21.853165886356894,2.5014630992521187,46.74
Station_119,San Francisco,23,Wednesday,41.58671280364108,1,-3.176426468742463,3.3058021698282234,38.66
Station_12,Chicago,15,Monday,48.324607753974774,1,3.4993413766720423,2.3116366709448877,40.87
Station_12,Los Angeles,3,Friday,42.46618717006869,1,32.47350300761811,1.3835663186345084,38.95
Station_12,San Francisco,13,Tuesday,47.888624666783414,1,36.40880980861047,4.2283057378742,40.73
Station_120,Houston,11,Sunday,65.04979561439833,1,25.34429384752454,3.436820245282369,46.36
Station_120,Houston,16,Saturday,39.73385254628378,1,24.108952961291443,1.2492962907593128,38.05
Station_120,Houston,23,Sunday,67.45124177150385,1,20.70521874101495,0.8496021129916236,47.15
Station_120,Los Angeles,22,Saturday,65.93421330641783,1,-9.603661066589568,3.3034505396965756,46.65
Station_121,Houston,22,Friday,51.62169093377357,1,7.936964700801351,1.303555581123807,41.95
Station_121,New York,6,Friday,54.48656320200461,1,4.670505369432812,1.6095486540281567,42.9
Station_121,New York,21,Thursday,65.75133335346975,1,18.959555818266917,0.8762452298830018,46.59
Station_122,Chicago,4,Thursday,30.184684241437047,1,26.17562590446412,2.9714279747215,34.91
Station_122,Los Angeles,15,Monday,72.27855411576432,1,4.698829486440202,1.0953543616585946,48.74
Station_123,New York,16,Monday,74.34970162186968,1,-8.059848673780747,2.228619732721868,49.42
Station_123,New York,17,Monday,68.74906948767578,1,13.789659826810096,0.5546371779020524,47.58
Station_124,Chicago,21,Friday,21.097847217832147,1,-3.5252079868623687,3.468062457867462,31.93
Station_124,Houston,19,Monday,44.76974192287614,1,24.258156107045014,0.640695419402568,39.7
Station_125,Los Angeles,19,Monday,48.48248430757049,1,9.202409891916812,2.5809253540076567,40.92
Station_125,New York,9,Friday,21.580915527008145,1,-5.861573323905558,1.2655236873891065,32.09
Station_126,Chicago,6,Friday,46.77551047348464,1,27.26694562215317,3.1185084418609943,40.36
Station_127,Houston,9,Saturday,35.55367093393553,1,26.133406798103643,3.5367541151919997,36.68
Station_127,New York,9,Sunday,59.15730847009105,1,34.32752406146333,2.866837148550388,44.43
Station_127,San Francisco,4,Saturday,45.07891731764474,1,7.33503583628978,2.400914068190405,39.81
Station_127,San Francisco,10,Saturday,54.31762293384593,1,-4.1972690598795905,3.678719663093883,42.84
Station_127,San Francisco,18,Sunday,28.215649389656605,1,28.843991321528694,2.4068069239659193,34.27
Station_128,Los Angeles,23,Saturday,63.65257024136892,1,-6.96659298109081,3.7409703687194935,45.91
Station_128,San Francisco,8,Thursday,9.889982502961283,1,19.95036063508279,1.6137816723307057,28.25
Station_129,Chicago,5,Thursday,36.46547333950338,1,36.15182985380533,1.209165866938475,36.98
Station_129,Houston,2,Sunday,41.95057477332522,1,11.050774885480116,1.020998813824791,38.78
Station_129,Los Angeles,4,Tuesday,31.684484586574477,1,20.37856231027433,2.4396779381538938,35.41
Station_129,Los Angeles,20,Thursday,49.62151165856079,1,11.257475676219034,3.7314884549610063,41.3
Station_129,New York,1,Friday,24.775659394661684,1,0.9511299231130116,0.8780886177535373,33.14
Station_13,Chicago,7,Friday,55.39579143864877,1,29.71628091352946,2.253027295813109,43.19
Station_13,Houston,13,Saturday,33.88719708294054,1,-4.160747932993171,3.625604853300888,36.13
Station_13,Houston,15,Saturday,74.27670057664027,1,7.731967314013154,2.8491514275571355,49.39
Station_13,Los Angeles,9,Saturday,15.691719285120502,1,12.267054533883623,2.131400837288165,30.15
Station_13,New York,3,Thursday,73.31591786048328,1,17.738683088849037,2.8969906771262055,49.08
Station_130,Houston,9,Wednesday,77.86372676031044,1,38.46677944602198,0.9179022472670976,50.57
Station_130,Los Angeles,8,Saturday,15.660564019843829,1,29.539063440210768,3.14065016250783,30.14
Station_130,New York,17,Sunday,10.2776080929522,1,35.09405876525552,2.3616183518068494,28.38
Station_130,San Francisco,2,Friday,53.83827205577136,1,4.719933351279762,0.9481929847390816,42.68
Station_130,San Francisco,16,Sunday,57.819430587681474,1,34.04479017061414,2.170471713866323,43.99
Station_131,New York,12,Wednesday,49.186728304534114,1,2.803936969439522,1.9125631476780167,41.15
Station_131,San Francisco,0,Thursday,29.582840438091417,1,5.7985721096451375,3.20387178644321,34.72
Station_132,Houston,7,Tuesday,13.485195325551771,1,-5.680662911301151,2.6653684817410275,29.43
Station_132,Los Angeles,22,Thursday,42.86561113214803,1,-5.560344629154537,2.1935147260171712,39.08
Station_132,San Francisco,21,Saturday,9.086246707562893,1,-8.983604992720508,2.010057473078036,27.98
Station_133,Chicago,1,Monday,39.88426993608347,1,31.63668928912557,3.036909807335081,38.1
Station_134,Chicago,16,Wednesday,76.48074420185159,1,5.652113104489251,1.9127243418837656,50.12
Station_134,Houston,9,Monday,42.51736091943514,1,10.333196461649678,0.9297646566647816,38.96
Station_134,Los Angeles,8,Friday,70.24471717977453,1,7.136485621670332,3.3727385721051637,48.07
Station_135,Los Angeles,20,Sunday,27.498043111589936,1,12.409795888371692,1.3744963855629204,34.03
Station_135,New York,0,Sunday,31.73110320047439,1,-9.30311606449408,2.64898293412186,35.42
Station_135,San Francisco,10,Tuesday,0.0,1,36.568063428865905,2.2737418355380994,25.0
Station_137,Houston,22,Sunday,54.64087910335184,1,12.629501276977535,3.249662139065254,42.95
Station_138,Los Angeles,11,Wednesday,5.868319195612725,1,-1.5624897888461415,0.890728405098075,26.93
Station_139,Chicago,20,Friday,72.94802476319454,1,34.422203587940146,3.757952843891181,48.96
Station_139,Chicago,20,Wednesday,67.70594563751288,1,-2.733592900512196,3.9208613012288422,47.24
Station_14,Chicago,14,Wednesday,0.0,1,28.10055488076405,2.8776043898810117,25.0
Station_14,Los Angeles,3,Tuesday,7.81642400450342,1,29.88259210872053,3.457199297563886,27.57
Station_14,Los Angeles,17,Wednesday,13.66384250802366,1,36.088928883769846,0.7991338052061846,29.49
Station_14,New York,10,Saturday,58.091052142740146,1,-6.2488619963562,2.6494030406185662,44.08
Station_14,New York,18,Wednesday,31.810223412630616,1,14.48313566125389,3.6741373707183977,35.45
Station_140,Chicago,22,Monday,49.19642958971384,1,39.95893731677202,2.5628173042684104,41.16
Station_140,Los Angeles,19,Thursday,36.490277883670345,1,36.04862346055762,0.7047543150612254,36.98
Station_140,Los Angeles,23,Sunday,24.04346935025211,1,8.825917552483563,2.9065385519269062,32.9
Station_140,New York,13,Saturday,56.324648784145005,1,-6.256501931360966,3.354432889112449,43.5
Station_140,New York,20,Wednesday,26.615202038752912,1,28.898031697778833,1.3179175040508335,33.74
Station_140,San Francisco,15,Friday,53.39924325525044,1,31.619341677485203,3.430514506704698,42.54
Station_141,Chicago,0,Friday,10.201613009568993,1,12.616241444127668,3.993692464101333,28.35
Station_141,Houston,14,Friday,33.47231506142258,1,8.656254905347547,3.2985827797971496,35.99
Station_143,Los Angeles,0,Thursday,43.99985930276914,1,-6.944281882176863,3.5579821138737,39.45
Station_143,Los Angeles,14,Tuesday,28.1635456086215,1,15.44621676643309,2.2913223910351843,34.25
Station_143,New York,6,Sunday,68.2690209195155,1,11.872445971241746,1.5334868966903243,47.42
Station_143,New York,16,Sunday,48.94232025145676,1,31.508322982992222,3.791622315899987,41.07
Station_144,Chicago,17,Monday,79.96222628140413,1,4.753258010825176,2.967779748643271,51.26
Station_144,New York,2,Friday,56.82135247009669,1,39.80240624595091,0.8652131466394621,43.66
Station_145,Chicago,16,Sunday,14.462719261155256,1,1.7816978525239922,3.400121467770743,29.75
Station_145,Chicago,22,Thursday,45.393753939065256,1,6.020441252612322,2.0897210921916995,39.91
Station_145,Houston,5,Wednesday,21.270741905550192,1,31.34685758576334,3.342356048760274,31.99
Station_145,Houston,13,Sunday,23.57128153810389,1,-3.0896176819195844,0.8419612388537623,32.74
Station_145,Houston,17,Tuesday,77.45420995738992,1,2.2490551695889742,3.308261928438673,50.44
Station_145,New York,6,Thursday,45.34396447469323,1,37.9722579089503,3.0235736375596303,39.89
Station_146,Chicago,16,Wednesday,47.28525433337332,1,-3.667359714510246,0.658087147741172,40.53
Station_146,Houston,2,Friday,40.736704801536966,1,13.546928925511413,2.5345254142697695,38.38
Station_146,Houston,11,Friday,15.898734225246953,1,-5.068598813987704,3.165199902155342,30.22
Station_146,San Francisco,9,Monday,76.18778788307228,1,15.247349649826322,2.8502383451136155,50.02
Station_147,Los Angeles,15,Monday,27.354317884610715,1,-8.30213689912669,2.703286127534274,33.98
Station_147,San Francisco,10,Friday,17.47337751568118,1,9.462508078784246,0.8345780770594409,30.74
Station_148,Chicago,10,Friday,59.14827213488981,1,-1.864065534475797,3.8789004094092063,44.43
Station_148,Houston,20,Thursday,34.077999734831565,1,5.369915824151569,2.3648870145941356,36.19
Station_149,Houston,7,Wednesday,31.73575031358406,1,-9.56906362005498,1.9619576183751195,35.42
Station_149,Los Angeles,16,Saturday,45.355066305111706,1,29.73598766323549,1.4642780697619835,39.9
Station_149,New York,10,Monday,63.23651609867501,1,30.790815038255943,0.8358451423130647,45.77
Station_149,San Francisco,0,Sunday,50.659847013529514,1,14.06007874116784,0.5600308824381494,41.64
Station_15,Chicago,22,Friday,17.704737472368393,1,-9.34537521505764,3.4625715408341557,30.81
Station_150,Chicago,7,Sunday,19.721540010730703,1,35.769526773223475,1.4832810341977656,31.48
Station_150,Chicago,20,Saturday,25.711923926721692,1,8.00517234052586,2.3093277171746265,33.44
Station_150,Houston,0,Tuesday,27.60438468247694,1,35.977821918048456,0.9571376601264636,34.07
Station_151,Chicago,4,Monday,52.53257448488719,1,36.52061298064519,0.7500343405308991,42.25
Station_151,Houston,6,Thursday,30.651699818598622,1,-4.932743443178868,1.0288186666188504,35.07
Station_151,Los Angeles,15,Monday,0.0,1,34.414664875502226,3.1365752044065474,25.0
Station_151,San Francisco,11,Tuesday,56.52037667500273,1,19.103153183928203,2.296980267769662,43.56
Station_151,San Francisco,12,Saturday,21.86794779138668,1,35.01191454749671,3.3833368265812283,32.18
Station_152,Houston,14,Monday,47.3146093849059,1,23.72798354443762,0.9689769691243776,40.54
Station_152,New York,5,Thursday,37.51588423680197,1,-2.5607833131144915,0.7971326905760627,37.32
Station_152,New York,13,Wednesday,47.23207084043696,1,10.739123065261666,3.643773933683493,40.51
Station_153,Houston,17,Sunday,6.443672288667047,1,-4.27530532725275,2.6345294176538347,27.12
Station_154,Chicago,16,Friday,12.132557803938544,1,25.20350172835021,2.6746900749995723,28.98
Station_154,Los Angeles,4,Thursday,0.0,1,27.408689648904428,2.009360269130969,25.0
Station_154,Los Angeles,4,Wednesday,74.2197558575455,1,3.2051027160505488,2.8291553779805483,49.38
Station_154,Los Angeles,20,Wednesday,16.41401693253662,1,18.53871081800196,1.702974822474663,30.39
Station_154,New York,4,Wednesday,57.89799819019454,1,15.72519594516674,0.6055648002739363,44.02
Station_154,New York,5,Wednesday,30.900798344474765,1,33.50586024036359,0.670877146738795,35.15
Station_155,Houston,18,Tuesday,75.18617180833594,1,24.92336832058132,3.623184645772829,49.69
Station_155,Los Angeles,0,Saturday,71.18526462073517,1,-4.808919737189906,1.4256525513794889,48.38
Station_155,Los Angeles,1,Friday,67.61464385497968,1,6.143677508852317,3.9267976658180577,47.21
Station_155,New York,5,Tuesday,10.386093782293678,1,16.830516164835082,1.2425644202586024,28.41
Station_156,Houston,21,Friday,44.062154790555624,1,3.802174549018837,2.714331888364399,39.47
Station_156,Los Angeles,12,Tuesday,0.0,1,8.96417652241557,2.619786451375589,25.0
Station_156,Los Angeles,20,Saturday,65.03863434488625,1,20.2279378845906,3.4585083780704537,46.36
Station_157,New York,5,Friday,63.594271533713915,1,2.79084416712824,3.333555447833435,45.89
Station_157,New York,5,Tuesday,12.128018048871455,1,-1.2061704606006334,0.9802518418740852,28.98
Station_158,Houston,20,Saturday,77.12500791368723,1,-3.663579908715522,1.2335246867841825,50.33
Station_158,New York,3,Friday,50.90348235510272,1,30.044882883320888,3.6213171012978576,41.72
Station_158,New York,5,Wednesday,44.36125627735559,1,39.93747558297834,2.8696201272055113,39.57
Station_159,Los Angeles,0,Tuesday,0.0,1,38.24330058005226,2.50293726102557,25.0
Station_159,New York,8,Sunday,68.45025675480477,1,18.599293737136655,2.1861491819293675,47.48
Station_16,San Francisco,11,Saturday,21.47142841095029,1,16.60261301916026,3.1162253455849,32.05
Station_16,San Francisco,12,Monday,34.256452908516025,1,23.662965362338845,3.065584752022803,36.25
Station_16,San Francisco,13,Tuesday,28.780491407276823,1,5.291260872920947,0.7713119842754502,34.45
Station_161,Chicago,1,Thursday,7.603711413792093,1,0.210771382575384,0.8071934731868609,27.5
Station_161,San Francisco,13,Friday,55.40858450740993,1,5.184691378606797,3.843501686006378,43.2
Station_161,San Francisco,20,Friday,14.018823992805098,1,33.28195603093967,1.8272416718247204,29.6
Station_162,Chicago,3,Saturday,41.13168722967361,1,11.133741048080472,0.6326302700939862,38.51
Station_162,Houston,2,Tuesday,61.63104965912597,1,-6.983337242078843,2.942916165689722,45.24
Station_162,Houston,6,Monday,36.862139988267536,1,27.5513346806664,3.5396190263161467,37.11
Station_162,San Francisco,6,Monday,38.66237698854864,1,29.180536779668387,2.3650578770652744,37.7
Station_164,San Francisco,0,Thursday,0.0,1,23.17422825544807,0.4218407426975067,25.0
Station_165,Chicago,14,Tuesday,9.04773210705438,1,37.03618549441143,1.967714478740673,27.97
Station_166,Chicago,13,Sunday,20.79343928787075,1,13.65991905369698,1.47066972117344,31.83
Station_166,Houston,1,Thursday,41.76664809903056,1,38.812689198806495,4.592690577362033,38.72
Station_166,Los Angeles,5,Sunday,52.884130298910776,1,19.18928092352464,1.2769826575664145,42.37
Station_166,Los Angeles,7,Friday,40.85727641136661,1,3.3129340256379187,2.539533442160372,38.42
Station_167,Los Angeles,2,Saturday,0.0,1,25.362705253388995,1.6833779694089597,25.0
Station_167,Los Angeles,20,Saturday,65.89861180142826,1,26.153668674740423,2.155199155869485,46.64
Station_167,New York,22,Saturday,50.53053056711859,1,-9.162198722399426,1.0288856470267305,41.6
Station_167,San Francisco,18,Friday,0.0,1,5.150822840553818,3.7776913680597626,25.0
Station_168,Chicago,14,Sunday,54.91320565679101,1,2.765501689562982,2.0404564639583023,43.04
Station_168,Houston,6,Monday,71.14274635725945,1,17.424867055261124,1.7251361548508353,48.37
Station_168,San Francisco,11,Thursday,20.79043601283822,1,22.89738526887777,3.2474625768175143,31.83
Station_169,New York,2,Sunday,50.16265770416625,1,6.783882177943273,3.6273550063634543,41.47
Station_169,New York,5,Thursday,31.218889683829406,1,39.83142977123109,3.340997592022919,35.25
Station_169,San Francisco,2,Thursday,25.1008625389698,1,-8.675996097347834,3.775303416191173,33.24
Station_169,San Francisco,4,Thursday,49.2788373994772,1,30.082058806726685,3.865136106678535,41.18
Station_17,Chicago,3,Wednesday,13.726133739305284,1,6.7863533910958935,6.176416559677362,29.51
Station_17,Chicago,22,Wednesday,69.13309024823164,1,3.442904170942761,3.0076728841988243,47.71
Station_17,Houston,12,Tuesday,29.758384839143087,1,-1.3533315020834618,2.1552441827737554,34.77
Station_17,Los Angeles,16,Monday,18.01705100546142,1,19.16560070339951,2.4616037159541557,30.92
Station_17,New York,1,Tuesday,38.50773758511891,1,21.38432172230572,0.9764775412267896,37.65
Station_17,New York,4,Tuesday,6.918423739637612,1,26.20353851645544,5.50549584194873,27.27
Station_17,San Francisco,14,Wednesday,94.36532940921012,1,19.11913063666853,2.2434218074905186,55.99
Station_170,Houston,12,Saturday,8.918418777562092,1,9.113968186390393,1.556936695800068,27.93
Station_170,Los Angeles,14,Friday,27.425950970700956,1,-4.153203087466903,0.9111517909550064,34.01
Station_170,New York,18,Friday,48.14596961410625,1,32.227384127689525,2.8673634929295204,40.81
Station_171,Chicago,22,Wednesday,16.497212038654055,1,31.79654964103584,1.8113551144469375,30.42
Station_171,Houston,17,Friday,49.53480945615692,1,4.524374959716525,0.8052844859460296,41.27
Station_171,Los Angeles,8,Friday,56.069640248262715,1,-5.191914818453904,3.590900004760119,43.42
Station_172,Houston,14,Wednesday,75.62248861139022,1,38.10561785008211,1.7472795766236338,49.84
Station_172,New York,1,Monday,69.8745479772151,1,2.7730014481747194,2.0146280418884985,47.95
Station_174,New York,6,Wednesday,35.348377133007446,1,-8.72042463752484,3.133547022568186,36.61
Station_174,San Francisco,11,Saturday,12.814363147239058,1,22.61418258510924,2.588535180640522,29.21
Station_175,Los Angeles,22,Tuesday,13.876557599494063,1,37.25231990107531,2.1645209340146323,29.56
Station_176,Chicago,4,Wednesday,5.995140564565627,1,22.975563617224864,3.9769703835389874,26.97
Station_176,Los Angeles,2,Sunday,74.28073484499863,1,4.761855467358831,1.0613444684528497,49.4
Station_176,New York,12,Thursday,49.48345837435455,1,-7.478114898036261,1.7322676793318448,41.25
Station_177,Los Angeles,21,Sunday,58.55989952016146,1,-2.2756894738646225,2.339015100635245,44.23
Station_177,San Francisco,19,Wednesday,0.0,1,8.72067919857059,0.9480619802458295,25.0
Station_177,San Francisco,21,Wednesday,37.928111661586094,1,-1.326875184102846,1.7132415118711748,37.46
Station_178,Chicago,3,Monday,13.003539499532652,1,39.63190879237284,1.704673382416253,29.27
Station_178,Los Angeles,5,Sunday,39.67713381108,1,-1.3562252342415224,3.9446141979027702,38.03
Station_178,Los Angeles,15,Tuesday,52.284372293181825,1,6.385560976611462,1.7728069001606237,42.17
Station_179,Chicago,8,Tuesday,39.972724248642315,1,11.022766626236226,0.6941299404276727,38.13
Station_179,Chicago,9,Thursday,73.62743176033132,1,19.801343926460056,0.9623444060505908,49.18
Station_179,San Francisco,14,Saturday,76.16478844210974,1,38.50327216283354,2.4754102392870996,50.01
Station_18,Chicago,14,Monday,60.96907588597162,1,20.465566167774167,2.4969601810931428,45.02
Station_18,Chicago,17,Friday,59.19854015458014,1,2.483073707467046,3.4047280954422168,44.44
Station_18,New York,0,Friday,13.116998507416143,1,32.05495299019442,3.537873194776532,29.31
Station_18,San Francisco,0,Sunday,8.823831028083502,1,7.671514914494146,3.394938347975785,27.9
Station_18,San Francisco,11,Monday,6.538370226754212,1,30.05477882154072,0.4764888584944907,27.15
Station_18,San Francisco,21,Tuesday,44.90995546867643,1,27.186087399037447,0.8939407757793052,39.75
Station_180,Houston,13,Friday,85.03985430629427,1,22.669920271465017,3.708384637781146,52.93
Station_180,Los Angeles,16,Monday,65.54082473190631,1,0.947645050608024,1.1606546727693638,46.53
Station_180,New York,9,Tuesday,46.21171801338653,1,15.69308559250257,3.413165992217541,40.18
Station_180,New York,19,Thursday,68.57302471319414,1,37.89979105281139,2.9303906461796965,47.52
Station_180,New York,23,Monday,61.68434321639767,1,37.44001253981505,0.6743009901303187,45.26
Station_181,Houston,11,Wednesday,20.46478094414017,1,25.428088214299088,3.6470085095575575,31.72
Station_181,Los Angeles,3,Sunday,76.06503880500838,1,10.675410149056148,3.7243685191469313,49.98
Station_181,Los Angeles,12,Saturday,6.4323241702403315,1,21.696951351475622,0.9302393081131928,27.11
Station_181,New York,12,Wednesday,51.16176878981536,1,31.563179987120684,1.9245725356677117,41.8
Station_181,New York,20,Tuesday,7.668660934509698,1,27.25894496066993,0.7499042038041743,27.52
Station_181,San Francisco,2,Monday,19.128875700115476,1,21.00200183614421,2.4526527258367823,31.28
Station_182,Chicago,6,Friday,19.362005744810176,1,0.3746593402422871,2.536249341680839,31.36
Station_182,Houston,6,Thursday,74.107522176834,1,3.262503247831619,2.2246614839968153,49.34
Station_182,Houston,17,Tuesday,8.115370261050328,1,33.691150813162494,1.9781475768604837,27.67
Station_182,Houston,18,Saturday,75.52338506958138,1,0.5816117003472154,3.3269171700461,49.8
Station_183,Houston,12,Monday,21.820506368142897,1,10.336000341653476,0.8566172610118857,32.17
Station_183,Houston,22,Sunday,103.81260559148436,1,8.330158355627752,3.5254454687342496,59.1
Station_184,Chicago,22,Wednesday,0.0,1,-8.60920022011333,0.6885174005928376,25.0
Station_184,New York,5,Monday,0.0,1,-9.554706672418003,1.0886677454988911,25.0
Station_185,Chicago,1,Friday,6.623592694043594,1,28.617521055662166,2.700212559659974,27.18
Station_185,Chicago,21,Sunday,74.70693087698855,1,7.884105497983775,3.681492980304839,49.54
Station_185,Houston,6,Wednesday,17.769436409407696,1,19.703359179359488,3.3140797633169585,30.84
Station_185,San Francisco,1,Monday,47.99575165649026,1,17.588065382112188,2.6912705186964616,40.76
Station_186,Chicago,14,Friday,35.327332248586075,1,29.212784494288904,1.4716437603646677,36.6
Station_186,Los Angeles,5,Tuesday,54.884964513779416,1,2.5905175226939665,3.036137884500907,43.03
Station_186,Los Angeles,22,Wednesday,60.939817877399975,1,1.8954900233499377,1.8124725073130636,45.01
Station_187,Los Angeles,19,Sunday,26.34468459019388,1,-2.058775959888321,1.9720670095491295,33.65
Station_187,New York,5,Saturday,6.189015903017523,1,5.7273564896736655,1.2918547116648724,27.03
Station_188,Houston,13,Thursday,36.70152016311202,1,30.285847535845377,1.8724897379065244,37.05
Station_188,Houston,15,Saturday,66.89909636313753,1,-4.073387952520587,2.7694854642977385,46.97
Station_189,Houston,7,Sunday,11.48343148800489,1,-9.30581701543396,3.621537943128784,28.77
Station_189,Los Angeles,17,Thursday,56.35798687093989,1,5.855527430630384,3.2109261461579206,43.51
Station_189,Los Angeles,19,Monday,39.22309337436299,1,36.20147299349721,3.068545305244945,37.88
Station_19,Chicago,2,Tuesday,6.9381938340043,1,1.2019821663508825,3.2909626809163703,27.28
Station_19,Houston,1,Friday,74.54048485931233,1,10.74680104545826,3.5910798729146616,49.48
Station_19,Los Angeles,5,Sunday,5.602389790671721,1,-0.749512869450399,3.2474971104825423,26.84
Station_19,Los Angeles,11,Tuesday,17.53493129851908,1,-4.384463546384989,3.7184560198464975,30.76
